zipcode,population,pop_density
17976,6531,349.2
17978,302,31.2
17979,191,61.5
17980,3096,31.4
17981,2747,38.8
17982,462,34
17983,1482,249.3
17985,1205,18
18211,1412,23.6
18214,1919,33.5
18218,2162,404.8
18220,304,142.8
18231,439,208.2
18237,3386,185.2
18241,676,106.5
18242,131,72
18245,350,37.3
18248,560,16.9
18252,10577,73.1
19549,264,90.4
17812,1276,25.5
17813,2131,22.3
17827,685,132.2
17831,1968,24.6
17833,739,620.9
17841,4827,23.3
17842,8660,41.5
17843,8660,41.5
17853,3298,29.4
17861,161,382.9
17862,483,541.7
17864,2258,47.2
17870,15311,124.6
17876,1926,353.8
17882,1498,126.4
15411,639,14.6
15424,2074,13.3
15485,68,199.1
15501,16051,48.6
15502,136,12.3
15510,2564,2284.3
15520,280,167
15530,5179,23.7
15531,4054,25.3
15532,112,81.2
15538,719,4.3
15540,236,3.1
15541,3682,40
15542,1051,13.9
15544,128,175.2
15546,310,193.2
15547,465,214.7
15548,465,214.7
15549,465,214.7
15551,751,9.2
15552,5899,22.6
15553,5899,22.6
15555,100,576.1
15557,3427,15.7
15558,2302,22.6
15560,184,508.6
15561,191,113.4
15562,207,47.8
15563,3163,22.8
15564,67,16
15565,67,16
15924,1077,15
15926,2518,36.8
15928,1475,122
15935,3487,42
15936,1326,25.4
15937,697,311.9
15953,162,38.7
15959,2184,46.6
15963,10501,43.9
17731,245,5.2
17758,869,4.3
17768,360,5
18614,2233,6.8
18616,590,5.2
18619,275,3.1
18626,521,7.8
18628,211,3.6
18632,524,30.3
18413,182,65.1
18421,5183,52.1
18430,6,7.2
18441,154,38.2
18465,1390,11
18470,2016,14
18801,8018,19.6
18812,1681,20.1
18813,1681,20.1
18816,147,42.5
18818,1202,11.8
18820,1202,11.8
18821,1311,128.9
18822,3305,33.8
18823,270,27.9
18824,1527,18.1
18825,101,12.9
18826,1515,16.2
18827,1515,16.2
18828,296,13.6
18830,555,11.8
18834,3505,21.5
18842,271,26.1
18843,285,122
18844,1964,21.1
18847,5549,16.5
16901,10119,17
16911,407,14.8
16912,2186,27.1
16917,1185,12.5
16920,2046,81.3
16921,454,3
16928,1375,15.5
16929,2515,19.4
16930,1250,7.5
16932,773,13.3
16933,6783,29.7
16935,1278,9.7
16936,1940,16.8
16938,668,2.7
16939,302,42.2
16940,268,49.9
16942,837,13.8
16943,488,5.6
16946,2467,15.6
16950,3291,11.4
17765,1196,5.4
17810,5812,31.9
17829,230,115.6
17835,373,166.5
17837,19942,122.8
17844,10151,34.6
17845,2043,13.2
17855,1098,196.2
17856,3202,36.6
17880,133,223.8
17883,1498,126.4
17885,214,5
17886,1467,354.8
17887,232,608.8
17889,2537,46.5
16301,15931,59.1
16317,1296,18.8
16319,1343,15.3
16323,15530,62.8
16341,1773,11.6
16342,2270,14.3
16343,451,36.5
16344,487,226
16346,3180,76.3
16362,1029,16.2
16364,1375,15.6
16372,443,162.4
16373,3368,16.9
16374,1793,10.7
16312,3,345.8
16313,1718,7.3
16329,518,24.8
16340,1740,8
16345,3459,15.3
16347,2321,8.4
16350,2580,23
16351,1526,6.7
16352,257,7.4
16365,17803,49.2
16366,17803,49.2
16367,17803,49.2
16368,17803,49.2
16369,17803,49.2
16371,3150,41.1
16402,901,16.7
16405,776,14.7
16416,180,20
16420,711,5.2
16436,723,6.3
15004,423,432.6
15019,1695,29.2
15021,7279,31
15022,10098,221.1
15033,4762,850.5
15038,353,287
15053,116,675.6
15054,405,1108.6
15055,1190,777.8
15057,15671,98.4
15060,753,929.2
15063,11260,158.5
15067,2228,432.1
15078,465,275.9
15301,48950,156.2
15311,1627,22.8
15312,3853,18.4
15313,385,207.5
15314,3618,84.5
15317,38561,308.5
15321,1539,594.9
15323,4633,25.4
15324,540,635
15329,1387,16.3
15330,5171,45.4
15331,637,552.6
15332,8112,115.3
15333,2270,60.2
15336,135,23.1
15339,1728,33.3
15340,1360,36.7
15342,5089,556.7
15345,1367,32.7
15347,641,377.5
15348,285,673.7
15350,392,3097.3
15358,618,421.5
15360,1767,26.1
15361,232,614.3
15363,499,1271.1
15365,771,9
15366,182,177.9
15367,9376,366.2
15368,352,958.6
15376,1625,17.5
15377,594,6.8
15378,142,730.2
15379,106,127.4
15412,465,87.4
15419,4358,1000.5
15423,2488,41.9
15427,1132,40.3
15429,332,156.9
15432,488,257.4
15434,258,509.2
15477,865,1769.4
15483,404,721.1
18405,2751,26.8
18415,1163,14.6
18417,1044,7.4
18424,5160,26.3
18427,140,66.9
18428,11996,27.9
18431,12078,36.4
18436,12655,58.9
18437,164,6.9
18438,1122,61.5
18439,502,6.3
18443,447,12.9
18445,2775,24.7
18449,10045,198.6
18453,990,8.4
18454,15,9.1
18455,89,9.1
18456,350,34.4
18459,8,295
18460,133,21.5
18461,330,7.3
18462,361,6.1
18463,294,26.9
18469,235,14.9
18472,7443,45.3
18473,763,153.4
15062,7397,888.1
15068,37552,332.1
15069,37552,332.1
15072,9,573.8
15083,710,100.3
15085,7581,322.2
15087,151,126.3
15089,6536,126.3
15448,316,77.4
15479,1955,38.4
15601,57955,266.4
15605,57955,266.4
15606,57955,266.4
15610,3746,37.4
15611,738,304.3
15612,379,73
15613,14049,90.1
15615,295,151.9
15616,0,166
15617,342,321.2
15618,2308,36.7
15619,2308,36.7
15620,577,367.9
15621,91,2825.5
15622,1172,16.5
15623,599,169.1
15624,311,254.8
15625,26,94.8
15626,5144,499.6
15627,6571,89
15628,728,78.8
15629,798,2033.1
15632,9698,133.4
15633,624,179.5
15634,235,1336.2
15635,106,281.3
15636,3959,513.9
15637,1530,153.9
15638,190,623.6
15639,2017,77.1
15640,618,202
15641,464,803
15642,44060,395.2
15644,18704,329.3
15646,161,63
15647,215,427
15650,26994,147.1
15655,329,12.7
15658,8744,35.1
15660,344,238.9
15661,600,525.7
15662,188,637.7
15663,426,178.9
15664,426,178.9
15665,1494,658
15666,15964,115.6
15668,12448,215.3
15670,3345,36.9
15671,690,104.6
15672,3620,110.9
15674,1328,927
15675,1032,418.3
15676,713,181.6
15677,375,7.6
15678,724,320.5
15679,2692,54.9
15680,162,3285.7
15683,7824,204.1
15684,695,64.7
15685,695,64.7
15687,1234,19.8
15688,1161,159.1
15689,290,875.2
15690,8458,143.6
15691,78,812.7
15692,1146,798.2
15693,214,1055.5
15695,488,241.4
15696,378,1131.3
15697,2886,652.9
15698,507,202.1
15779,765,20.2
15923,1564,26.2
15944,3081,20.3
15954,2093,51.3
18419,4653,46.3
18446,3307,28.4
18615,2027,39.3
18623,2731,18.7
18625,361,248.6
18629,1618,7.4
18630,3114,20.8
18636,1327,12.5
18657,12056,37.5
17019,18392,108.7
17302,2564,31
17309,2085,32.5
17311,174,1773.3
17312,174,1773.3
17313,11110,397.3
17314,6135,64.5
17315,26000,159.1
17317,697,1283.6
5734,1407,11.4
5740,22,346.6
5747,323,2.1
5748,323,3.3
5753,10444,47.8
5760,1196,11.1
5766,533,4.8
5769,1115,15.3
5770,943,10.6
5778,602,11.4
5152,355,4.2
5201,14197,61.6
5250,3605,14.4
5251,1440,14.9
5252,250,2.7
5253,481,20.1
5254,251,52.3
5255,4022,40.4
5257,2818,82.6
5260,525,18.4
5261,2522,32.9
5262,2308,12.9
5340,602,6.8
5350,684,8.1
5352,964,8.1
5768,1105,7.7
5776,716,6.2
5042,530,9.8
5046,1137,7.4
5050,158,130.6
5069,548,17.8
5819,9145,40.1
5821,1070,14.1
5828,2041,13.9
5832,879,12.9
5836,1111,14.4
5838,337,3
5843,2484,27.3
5848,754,6.1
5849,754,6.1
5850,306,220
5851,6491,31.6
5861,2584,13
5862,237,5
5863,237,5
5866,695,8.7
5867,885,9.6
5871,1509,13.4
5873,643,8.8
5401,28913,1837.3
5402,28913,1837.3
5403,18695,414.2
5404,7232,1954.5
5405,4327,7307.5
5406,4327,7307.5
5407,4327,7307.5
5408,9512,925.3
5439,1484,3718.7
5445,3839,35.1
5446,15892,161.9
5449,941,10.8
5451,5136,16.2
5452,21444,183.2
5453,21444,183.2
5461,4633,42.7
5462,1864,19.7
5465,5414,47.5
5466,5414,47.5
5468,13694,78.2
5477,4504,36.6
5482,7799,113.5
5489,3290,23.1
5490,3290,23.1
5494,1823,19.9
5495,10148,107.5
5824,1220,8.5
5837,337,3
5840,767,12.4
5846,1123,8.7
5858,431,1.8
5901,14,0.2
5902,204,67.9
5903,904,5
5904,255,180.5
5905,711,1.7
5906,1256,9.4
5907,142,0.6
5441,906,11.6
5447,77,100
5448,941,10.8
5450,5136,16.2
5454,5051,36.2
5455,1021,12.5
5457,1592,16.2
5459,1737,32.5
5460,1737,32.5
5470,13694,78.2
5471,709,6.7
5476,3182,19.3
5478,14802,92.2
5479,14802,92.2
5481,0,0
5483,1512,24.6
5485,110,351.6
5488,8239,45.8
5440,1707,26.5
5458,2193,48.2
5463,443,23.1
5474,956,23
5486,1666,42.8
5442,379,4.1
5444,1685,32.7
5464,3306,17.9
5492,707,16
5652,745,9.6
5653,466,6.6
5655,2932,32.6
5656,3587,29
5657,81,154
5661,5832,32.8
5662,5832,32.8
5665,175,1855.1
5672,4436,22.9
5680,2277,12.6
5033,2577,36.6
5036,1089,12
5038,1383,12
5039,1129,9.7
5040,634,17.1
5041,486,23.2
5043,1009,44.5
5045,1889,13.1
5051,1565,12.4
5054,472,14.7
5058,266,32.6
5060,4495,24.5
5061,1447,25
5070,526,13.7
5072,480,7.8
5074,480,7.8
5075,1032,16.8
5076,403,5.5
5077,1179,11.1
5079,681,7.7
5081,536,22.8
5083,288,80.9
5085,266,22.8
5086,699,12.5
5675,1136,10.3
5679,3388,32
5820,543,10.6
5822,1567,18.7
5823,1567,18.7
5825,75,29
5826,960,12.1
5827,365,8.1
5829,1631,30.3
5830,1415,18.5
5833,302,7.3
5839,767,12.4
5841,379,5.7
5842,567,11.1
5845,1319,10.1
5847,754,6.1
5853,512,9.2
5855,7147,49.7
5857,2357,14.4
5859,1730,12.6
5860,2584,13
5868,334,10
5872,815,12.6
5874,541,5.3
5875,466,10.4
5701,20031,137.9
5702,20031,137.9
5730,279,8.4
5731,279,8.4
5732,792,27.8
5733,5933,19.9
5735,4211,39.7
5736,542,44.1
5737,922,5.3
5738,1197,8.3
5739,1423,9.9
5741,22,346.6
5742,626,9
5743,3862,16.9
5744,636,9.3
5745,636,9.3
5750,323,3.3
5751,726,6.7
5757,845,13.1
5758,640,10
5759,1692,39.2
5761,844,10.1
5762,367,10.5
5763,2652,36.9
5764,3333,30.9
5765,1696,88.1
5773,2255,11.7
5774,1035,19.6
5775,545,19
5777,3436,27.4
5601,10148,107.5
5602,11785,56.7
5603,11785,56.7
5604,11785,56.7
5609,11785,56.7
5620,11785,56.7
5633,11785,56.7
5640,121,16.7
5641,16382,122.6
5647,1024,15
5648,439,18.3
5649,356,14.2
5650,1213,18.4
5651,1420,34.7
5654,1023,129.5
5658,1518,14.5
5660,1716,16.1
5663,6597,47.7
5664,175,1855.1
5666,175,1855.1
5667,2200,18.4
5670,675,5.8
5671,675,5.8
5673,2525,18.1
5674,1613,16.5
5676,4862,19
5677,2328,56
5678,263,89
5681,405,6.9
5682,1226,10.5
5101,4401,52.1
5141,141,43.8
5146,680,6.5
5148,941,16.3
5154,519,96.3
5155,871,7.7
5158,1041,35.3
5159,1041,35.3
5301,16341,43.3
5302,16341,43.3
5303,16341,43.3
5304,16341,43.3
5341,388,12
5342,591,14.7
5343,791,7.9
5344,791,7.9
5345,2383,16.3
5346,5111,29.1
5351,684,8.1
5353,889,11.3
5354,2303,43.8
5355,659,11.5
5356,864,12.5
5357,864,12.5
5358,180,4.6
5359,488,7.8
5360,188,2
5361,1169,12
5362,55,18.5
5363,1644,12.2
5001,9303,81.4
5009,9303,81.4
5030,9303,81.4
5031,128,8.4
5032,2308,14.7
5034,332,21.1
5035,693,7.7
5037,533,20.8
5047,1137,7.4
5048,2912,34.1
5049,2912,34.1
5052,156,52.1
5053,472,14.7
5055,3219,31.5
5056,418,5.1
5059,404,63.8
5062,694,6.4
5065,967,12.8
5067,191,6.1
5068,3192,23.4
5071,89,6.5
5073,480,7.8
5084,266,22.8
5088,699,12.5
5089,4552,46.7
5091,3391,18.9
5142,741,9.8
5143,4390,17.7
5149,2090,18.3
5150,702,134.1
5151,1542,21.5
5153,606,21.1
5156,9112,59
5161,588,6.2
5746,636,9.3
5767,1105,7.7
5772,692,6
99105,45,0.2
99169,2428,1.3
99341,844,0.9
99344,17999,14.3
99371,402,0.6
99401,304,0.5
99402,1578,2.5
99403,20487,49.4
99320,9644,25.6
99336,51998,1411.6
99337,31088,73.3
99338,15724,67.1
99345,146,0.5
99346,466,1.1
99350,14017,8.8
99352,31551,494.1
99353,15871,197.1
99354,22988,406.4
98801,43291,97.4
98807,30878,61.8
98811,102,5.3
98815,7719,23.5
98816,6120,6.2
98817,111,143.8
98821,313,108.9
98822,1909,1.7
98826,7248,2.5
98828,2499,14.6
98831,2962,30.5
98836,1233,29.5
98847,2267,4.6
98852,15,0.2
98305,310,1.2
98324,805,1.1
98326,657,1.9
98331,6503,3.1
98343,1363,220.5
98350,451,56.1
98357,1645,12.9
98362,23740,39.2
98363,14083,8.1
98381,333,2.1
98382,28326,60.4
98601,3494,16.9
98604,37036,182.7
98606,9058,93.2
98607,31795,229.5
98622,417,2.5
98629,8689,83.5
98642,19285,106.1
98660,12349,306.5
98661,47036,1517
98662,32430,949
98663,14318,1264.9
98664,22873,1597.8
98665,26556,1152.8
98666,26556,1152.8
98668,26556,1152.8
98671,23273,94.9
98675,6888,22
98682,58178,677.1
98683,33235,1640.1
98684,29433,1493.2
98685,29585,1040.3
98686,20021,583.6
98687,20021,583.6
99328,3709,2.2
99359,142,0.7
98581,469,5.6
98603,1204,3.4
98609,31795,229.5
98611,9365,28.3
98616,94,0.3
98625,6685,29.4
98626,24070,69.3
98632,51045,146.9
98645,1355,37
98649,1085,1.7
98674,12445,56
98802,30878,61.8
98813,2972,10.4
98830,581,0.4
98843,1809,10.7
98845,293,0.7
98850,1881,26.2
98858,1842,1.5
99107,45,0.2
99118,750,1.8
99121,175,1
99138,1094,0.9
99140,422,0.5
99146,73,0.5
99150,414,2.6
99160,156,0.6
99166,3058,2.1
99301,78767,56.7
99302,78767,56.7
99326,6241,7
99330,1142,4.5
99335,257,0.8
99343,3352,7.1
99347,2240,1.2
98823,11239,14.3
98824,445,183.3
98832,211,0.6
98837,43078,31.8
98848,12541,9.9
98851,4295,9.8
98853,16,1.1
98857,3637,9.7
98860,250,1.3
99115,1268,1.1
99123,998,9.4
99133,1576,3.9
99135,311,0.6
99321,687,5.5
99349,9129,12.2
99357,4396,7.2
98520,24116,38.5
98526,235,1.8
98535,560,16.8
98536,53,1.3
98537,2019,4.2
98541,10211,18.4
98547,1265,9.1
98550,10959,20.5
98552,424,2.1
98557,3363,34.6
98559,0,2289.2
98562,0,76.7
98563,7937,8.5
98566,769,385.3
98568,2743,6.5
98569,6108,152.5
98571,472,21.3
98575,157,0.9
98583,109,437.1
98587,754,12.7
98595,2863,206.3
98236,6245,95.1
98239,7273,87.7
98249,4040,110.5
98253,1711,57.2
98260,5577,77.1
98277,38632,258.6
98278,1731,78.1
98320,1128,4.9
98325,1474,23.7
98339,3141,223.2
98358,926,32.4
98365,4962,47.1
98368,15848,107
98376,1816,6.6
98001,32625,662.3
98002,34508,1699
98003,49860,1465.7
98004,35034,1532.4
98005,18765,910.2
98006,37769,1311.1
98007,29174,2190.8
98008,25539,1706.5
98009,25539,1706.5
98010,5485,129
98011,33109,1375.1
98013,64417,1289.5
98014,6911,57.7
98015,6911,57.7
98019,11811,54.1
98022,21218,20
98023,50283,1775.4
98024,6658,91.2
98025,6658,91.2
98027,30250,180.8
98028,22516,1399
98029,28727,1050.1
98030,37808,1828.8
98031,36750,1882.1
98032,38016,780.9
98033,39075,1439.5
98034,43119,1722.4
98035,43119,1722.4
98038,35568,181
98039,3260,795.3
98040,25492,1373.1
98041,25492,1373.1
98042,47927,592.9
98045,14795,15.9
98047,7023,1013.5
98050,552,37.6
98051,4333,24.7
98052,67779,1121.9
98053,22175,255.7
98055,24231,1765
98056,35373,1665.7
98057,13362,671.5
98058,43523,854.7
98059,38362,666.1
98062,38362,666.1
98063,38362,666.1
98064,38362,666.1
98065,15548,66.2
98068,392,0.6
98070,10036,111.1
98071,10036,111.1
98072,24213,475.2
98073,24213,475.2
98074,28395,931.8
98075,23587,843.7
98083,14151,302.7
98089,39221,2078.9
98092,45739,345.6
98093,45739,345.6
98101,12792,7613.3
98102,25448,6228.4
98103,51377,3815.7
98104,14144,6533.8
98105,48861,4108.7
98106,26171,1603.9
98107,25720,3716.4
98108,23980,1153.8
98109,29154,4011.1
98111,24060,321.9
98112,25426,2575
98113,25426,2575
98114,25426,2575
98115,53431,2708.9
98116,26448,2903.3
98117,35111,3142.1
98118,48436,2639.1
98119,25710,3332.7
98121,18140,10981.3
98122,38620,5250.8
98124,38620,5250.8
98125,42475,2653.4
98126,24329,2610
98127,24329,2610
98129,24329,2610
98131,24329,2610
98133,47247,2424.7
98134,804,73.7
98136,16607,2480.6
98138,16607,2480.6
98139,16607,2480.6
98141,16607,2480.6
98144,31845,3053.9
98145,31845,3053.9
98146,28022,2148.4
98148,11761,1254.8
98154,0,0
98155,35028,1675.2
98158,0,0
98160,0,0
98161,0,0
98164,155,15384.6
98165,155,15384.6
98166,21212,1386
98168,32738,1464.9
98170,32738,1464.9
98174,0,0
98175,0,0
98177,21619,1296.9
98178,27280,1919.5
98181,27280,1919.5
98185,27280,1919.5
98188,24935,1185
98190,24935,1185
98191,24935,1185
98194,24935,1185
98195,51,0
98198,38089,1732.1
98199,21954,1814.7
98224,255,0.6
98288,181,0.6
98061,38362,666.1
98110,24060,321.9
98310,20934,1211.5
98311,27856,920.6
98312,31330,189.6
98314,2353,2183.7
98315,6336,210.5
98322,15788,162.9
98337,7039,2491.4
98340,2912,112.7
98342,1363,220.5
98345,422,423.7
98346,10106,130.3
98353,46,1.9
98359,5002,135
98364,95,57.4
98366,33618,571
98367,29137,132.7
98370,31206,201.4
98378,1518,3.5
98380,4288,38.4
98383,21301,423.8
98384,21301,423.8
98386,301,374.6
98392,3071,703.6
98393,3071,703.6
98922,6522,4.7
98925,535,2.1
98926,33572,20.2
98934,1312,508.1
98940,286,2.7
98941,644,73.1
98943,863,296.7
98946,521,10.5
98950,139,2.9
98602,160,1.4
98605,1099,10.9
98613,396,1.7
98617,1480,36.2
98619,493,1.2
98620,7267,5.7
98623,417,2.5
98628,461,16.9
98635,1594,5.2
98650,916,4.5
98670,43,1.7
98672,6703,16.3
98673,579,12
99322,201,0.3
99356,230,0.5
98336,786,5.4
98355,917,1.3
98356,2245,8.3
98361,836,1
98377,1518,3.5
98522,24116,38.5
98531,25252,68.1
98532,24140,28.2
98533,359,2
98538,339,1.1
98539,339,1.1
98542,560,18.6
98544,59,280.5
98564,2336,6.8
98565,769,385.3
98570,4559,12.6
98572,680,8.9
98582,238,33.2
98585,638,11.4
98591,3113,13.2
98593,1418,32.1
98596,7558,28.2
99008,1131,1.9
99032,714,1.2
99103,526,0.8
99117,441,1
99122,3825,2.6
99134,592,1.2
99144,25,0.5
99147,128,9
99154,27,0.4
99159,1500,1.1
99185,1275,1.9
98524,4659,87.3
98528,10056,52.8
98546,3259,42.4
98548,2405,6.2
98555,329,11.3
98560,179,1
98584,37156,41.5
98588,1390,14.5
98592,1570,38.6
98812,5297,7.1
98814,666,1.2
98819,209,0.8
98827,396,0.4
98829,829,3.2
98833,162,0.3
98834,171,1.2
98840,4385,4.5
98841,9322,9.3
98844,4373,5.5
98846,1263,5.1
98849,1078,2.7
98855,5870,3.5
98856,2724,2.1
98859,178,0.7
98862,2277,1.9
99116,1552,11.8
99124,315,484.3
99155,1120,1.7
98527,299,12.5
98554,424,2.1
98561,179,1
98577,6909,6.4
98586,1640,5.5
98590,401,44.5
98614,154,4.8
98624,1636,17.5
98631,3529,80.6
98637,1594,5.2
98638,1296,3.5
98640,4465,83.4
98641,22,46.9
98644,342,259.4
99119,1088,1.1
99139,1339,2.5
99152,135,16.3
99153,371,0.5
99156,8280,9.6
99180,1266,3.6
98303,1187,51.5
98304,634,0.9
98321,15788,162.9
98323,805,1.1
98327,9431,466.2
98328,9637,19
98329,11333,158.1
98330,103,8.8
98332,18321,294.1
98333,3692,270.4
98335,25522,436.3
98338,27508,173
98344,1363,220.5
98348,10106,130.3
98349,4346,83.7
98351,1228,50.4
98352,1228,50.4
98354,7088,1122.8
98360,13363,67.9
98371,21305,685.7
98372,25487,636.4
98373,25068,913.1
98374,39985,909.6
98375,30972,1067.3
98385,301,374.6
98387,49910,587.5
98388,6639,327.9
98390,11016,416.9
98391,51050,444
98394,1342,77.1
98395,1342,77.1
98396,685,18.6
98397,685,18.6
98398,685,18.6
98401,685,18.6
98402,6240,2606.3
98403,8146,2713.6
98404,35100,1628.9
98405,23278,2136.1
98406,23103,1954.7
98407,21240,1368.6
98408,20531,2150.1
98409,25096,1249.2
98411,25096,1249.2
98412,25096,1249.2
98413,25096,1249.2
98415,25096,1249.2
98416,983,3758.2
98417,983,3758.2
98418,9469,2309.6
98419,9469,2309.6
98421,1496,75.5
98422,21012,1167.6
98424,11373,620.8
98430,0,13.1
98431,0,13.1
98433,18909,286.1
98438,487,167.3
98439,5357,214
98443,5662,405.9
98444,33965,1949.8
98445,32504,1097.5
98446,10424,357.4
98447,735,5622.7
98448,735,5622.7
98464,735,5622.7
98465,7008,1472.5
98466,28465,1756.7
98467,16184,1248.4
98471,16184,1248.4
98481,16184,1248.4
98490,16184,1248.4
98493,16184,1248.4
98496,16184,1248.4
98497,16184,1248.4
98498,28496,1261.8
98499,31234,1243.8
98558,301,586.5
98580,11195,30.4
98222,71,1.9
98243,652,38.1
98245,3646,44.1
98250,8024,47.6
98261,2681,30.9
98279,628,16.7
98280,417,26
98286,185,12
98297,36,9.1
98221,21411,148.6
98232,4542,28.3
98233,15415,169.5
98235,98,1297.1
98237,4361,4.9
98238,0,150.9
98255,236,183.5
98257,4022,87
98263,76,180.5
98267,346,0.6
98273,30595,131.8
98274,17636,45.4
98283,403,0.3
98284,26961,33.3
98610,3224,3
98639,1055,25.6
98648,3128,9.7
98651,861,20.3
98012,64417,1289.5
98020,20322,1364.5
98021,30753,1020.6
98026,36729,1489.9
98036,39766,1437.2
98037,29402,1802.7
98043,21126,1882.8
98046,14795,15.9
98077,14151,302.7
98082,14151,302.7
98087,39221,2078.9
98201,29484,1527.9
98203,35603,1239.2
98204,42882,1893.9
98206,42882,1893.9
98207,1397,1338.3
98208,57306,1235.7
98213,57306,1235.7
98223,42880,49.3
98241,1921,2
98251,3846,11.6
98252,9603,12.7
98256,328,1.9
98258,32959,408.4
98259,32959,408.4
98270,50972,1238.2
98271,28585,225.3
98272,31416,98.8
98275,21264,1031.1
98282,16427,152.1
98287,185,12
98290,35990,106.6
98291,35990,106.6
98292,22547,108.7
98293,22547,108.7
98294,7127,42.6
98296,30373,317
99001,6798,334.3
99003,4496,26.7
99004,20411,21.1
99005,9122,83.4
99006,13055,25.1
99009,3671,19
99011,3118,163.8
99012,823,4.3
99014,1808,6.7
99016,14543,191.2
99018,179,3.1
99019,11604,167.5
99020,0,352.2
99021,9627,42.1
99022,8487,49.4
99023,627,15
99025,4901,45.3
99026,9298,49.2
99027,6412,156.1
99029,1058,4.2
99030,1037,5.1
99031,1325,6.2
99036,1718,13.7
99037,14672,774.6
99039,72,7.5
99201,13547,1716.3
99202,20627,1356.7
99203,20943,1666
99204,6538,2288
99205,43285,1817.8
99206,37989,574.1
99207,29708,2186.9
99208,53961,386.8
99209,53961,386.8
99210,53961,386.8
99211,53961,386.8
99212,19895,610.6
99213,19895,610.6
99214,19895,610.6
99215,19895,610.6
99216,26107,704.4
99217,17616,131.8
99218,16518,818.5
99219,16518,818.5
99220,16518,818.5
99223,31603,394.8
99224,21241,60.3
99228,21241,60.3
99251,21241,60.3
99252,21241,60.3
99256,21241,60.3
99258,21241,60.3
99260,21241,60.3
99013,1808,6.7
99034,1,4.7
99040,724,2.7
99101,1400,5.1
99109,5234,7
99110,1868,17.1
99114,12453,6.4
99126,1079,6.5
99129,806,2
99131,138,2.5
99137,384,1.6
99141,5081,3.8
99148,1844,14
99151,132,518.3
99157,666,3.7
99167,492,3.9
99173,1870,4.5
99181,1706,7.4
98501,41669,427.5
98502,34800,216.5
98503,39319,1251.8
98504,39319,1251.8
98505,39319,1251.8
98506,17372,314
98507,17372,314
98508,17372,314
98509,17372,314
98511,17372,314
98512,29679,72.1
98513,34793,209
98516,24536,271.8
98530,689,43.8
98540,339,1.1
98556,329,11.3
98576,5121,25.5
98579,13394,54.9
98589,7585,30.7
98597,23972,74.6
98599,23972,74.6
98612,2907,13.8
98621,417,2.5
98643,385,3.8
98647,261,2.5
99323,3931,11.3
99324,9733,1163.2
99329,153,33.8
99348,1361,1
99360,1584,3.3
99361,1780,3.3
99362,41456,49.4
99363,370,1.9
98220,861,12
98225,49877,1410.9
98226,44406,148.4
98227,44406,148.4
98228,44406,148.4
98229,32211,238.6
98230,17056,138.8
98231,17056,138.8
98240,3132,57.1
98244,2783,2.4
98247,9433,55
98248,24475,121.9
98262,847,40.3
98264,20780,127.9
98266,3993,58.7
98276,660,851.1
98281,1191,103.9
98295,2733,32.2
99017,148,0.7
99033,878,9.2
99102,539,833
99104,526,0.8
99111,4349,5.4
99113,719,3.1
99125,603,0.9
99128,316,1.5
99130,856,4.1
99136,12,0.6
99143,739,0.8
99149,271,30.9
99158,586,2.6
99161,1307,7.3
99163,34632,58.6
99164,0,0
99170,995,2.3
99171,1068,1.4
99174,50,126.4
99176,156,1.5
99179,530,2.4
99333,29,0.2
98901,32204,99.9
98902,46490,1980.1
98903,14312,19.4
98904,14312,19.4
98907,14312,19.4
98908,36848,137.7
98909,36848,137.7
98920,36848,137.7
98921,627,1585.4
57434,441,0.8
57436,459,0.7
57440,622,1.7
57460,362,1.2
57461,336,1.2
57465,319,0.9
57469,3480,4.4
57476,424,1.1
57477,166,0.5
57532,2946,0.9
57537,105,0.2
57520,97,0.4
57564,1030,0.7
57555,4424,3.5
57563,265,3.2
57566,1214,2.3
57570,2019,8.4
57572,1854,4.3
57528,851,1.4
57534,302,0.4
57541,208,0.5
57580,3998,1.6
57584,57,0.5
57014,1408,4.3
57015,824,6.2
57021,210,3.4
57036,632,3.4
57043,1339,4.9
57047,241,6.7
57053,1774,5.1
57070,1537,5.7
57001,1581,5.1
57004,3722,6.5
57025,2986,8.1
57038,1580,12
57049,6399,157.9
57420,68,0.6
57452,271,0.5
57472,1039,1.3
57601,3881,7.4
57631,421,0.9
57031,801,5.9
57040,343,2.3
57046,870,5.1
57067,459,3.2
57072,556,2.6
57078,19107,66.2
57622,440,1.1
57623,1066,0.5
37705,3961,40.4
37710,1006,5.4
37716,27010,118
37717,27010,118
37769,5763,80.2
37828,1264,170.4
37830,29454,135.3
37831,29454,135.3
37020,5820,20.2
37160,33903,55.1
37161,33903,55.1
37162,33903,55.1
37180,3986,37
37183,3121,15.7
37360,1440,24
38221,3326,11.8
38320,10357,28
38333,185,8.2
38341,2513,6.3
37367,12152,12.8
37701,7714,248.5
37737,5638,84.7
37777,12067,131.8
37801,26381,139.2
37802,26381,139.2
37803,32158,125.4
37804,25746,273.8
37853,3556,94.7
37878,323,5.3
37882,2690,6.6
37886,4967,38.9
37310,4677,37.9
37311,27752,196
37312,34481,199.9
37320,1586,63.9
37323,31178,98.4
37353,5387,47.4
37364,40041,169.4
37714,4827,22.2
37729,1826,11.2
37757,9519,128
37762,2845,88.3
37766,17907,47.5
37819,684,12.6
37847,2535,7.9
37016,993,11.2
37026,2249,17.6
37149,2713,13.1
37190,8430,23.1
38201,11005,27.6
